gene,0,actions
YLR237W,1000,
YOR192C,1000,
YOR143C,1000,
YOR071C,1000,
YBL015W,875.125,
YDL171C,875.125,
YER170W,812.6875,
YLR348C,750.25,
YEL046C,687.8125,
YOR120W,687.8125,
YML070W,687.8125,
YIL053W,687.8125,
YFL053W,687.8125,
YER062C,687.8125,
YNL065W,250.75,
YER073W,63.4375,
YOR374W,63.4375,
YBR117C,46.58410808,
YPR074C,39.34192291,
YDR300C,36.74804451,
YOR323C,36.74804451,
YJL167W,25.78139571,
YNR043W,25.78139571,
YMR208W,25.78139571,
YML075C,25.78139571,
YPL117C,25.78139571,
YPL028W,25.78139571,
YMR220W,25.78139571,
YLR450W,25.78139571,
YML126C,25.78139571,
YHR002W,25.78139571,
YJL121C,10.37314947,
YGR193C,6.424296658,
YNL071W,6.424296658,
YBR221C,6.424296658,
YER178W,6.424296658,
YKL060C,5.652033059,
YMR205C,5.652033059,
YGR240C,5.652033059,
YGR256W,5.623690201,
YHR183W,5.623690201,
YGR248W,5.623690201,
YNL241C,5.623690201,
YHR163W,5.623690201,
YHR162W,4.438237326,
YGR243W,4.438237326,
YGL080W,4.438237326,
YOR095C,3.053190951,
YOR347C,2.21717267,
YAL038W,2.21717267,
YMR323W,2.077027318,
YGR254W,2.077027318,
YOR283W,2.077027318,
YPL281C,2.077027318,
YOR393W,2.077027318,
YKL152C,2.077027318,
YHR174W,2.077027318,
YML120C,1.480529002,
YGL253W,1.22452354,
YFR053C,1.22452354,
YCL040W,1.22452354,
YLR446W,1.22452354,
YJR009C,1.115315963,
YCR012W,1.115315963,
YJL052W,1.115315963,
YGR192C,1.115315963,
YKR039W,0.313666949,
YGR087C,0.311768502,
YLR134W,0.311768502,
YLR044C,0.311768502,
YMR319C,0.305884203,
YOL126C,0.264339286,
YNR019W,0.259677502,
YOR222W,0.247972494,
YPL134C,0.247972494,
YMR165C,0.222967006,
YCR048W,0.222766575,
YPR021C,0.204880598,
YJL200C,0.19952909,
YKL085W,0.186275182,
YPR113W,0.181888819,
YOR245C,0.176176947,
YOL140W,0.159444721,
YOR130C,0.159444721,
YER069W,0.159444721,
YMR062C,0.159444721,
YOR278W,0.15767227,
YDL066W,0.141621365,
YMR241W,0.116718978,
YDR148C,0.061492185,
YIL125W,0.061492185,
YOR375C,0.051818553,
YAL062W,0.051818553,
YGR208W,0.038073067,
YOR184W,0.038073067,
YMR189W,0.035108073,
YDR019C,0.035108073,
YAL044C,0.035108073,
YIL074C,0.033808044,
YLR058C,0.017831054,
YDR508C,0.008723908,
YBR263W,0.008723908,
YOR388C,0.008180538,
YLR438W,0.006039583,
YOL055C,0,
YFL058W,0,
YGR019W,0,
YPL258C,0,
YPL214C,0,
YNL277W,0,
YBR006W,0,
YPR121W,0,
